Airline,Source,Destination,Duration,Total_Stops,Price,status,Many_Stops,Dep_hour,Arrival_hour,Dep_period,Journey_day,Journey_month,Journey_weekday,Is_weekend,Is_long_flight
Air India,Delhi,Cochin,27.33,1,14042,economy,0,6,9,Morning,3,3,6,1,1
Jet Airways,Banglore,Delhi,2.92,0,4030,economy,0,11,14,Morning,24,5,4,0,0
Jet Airways,Kolkata,Banglore,17.08,1,10844,economy,0,18,12,Night,6,6,3,0,0
IndiGo,Kolkata,Banglore,2.67,0,4804,economy,0,21,0,Night,6,5,0,0,0
Multiple carriers,Delhi,Cochin,8.0,1,7308,economy,0,17,1,Afternoon,27,5,0,0,0
IndiGo,Banglore,Delhi,3.0,0,4823,economy,0,16,19,Afternoon,12,5,6,1,0
Jet Airways,Delhi,Cochin,27.58,1,10262,economy,0,9,12,Morning,24,6,0,0,1
Jet Airways,Delhi,Cochin,7.5,1,12898,economy,0,20,4,Night,27,5,0,0,0
Air India,Banglore,Delhi,22.92,2,12778,economy,0,17,16,Afternoon,12,3,1,0,0
IndiGo,Delhi,Cochin,8.58,1,14871,economy,0,4,13,Early_Morning,3,3,6,1,0
Air India,Delhi,Cochin,29.92,2,8708,economy,0,13,19,Afternoon,21,3,3,0,1
Jet Airways,Kolkata,Banglore,22.25,1,10844,economy,0,20,18,Night,6,6,3,0,0
SpiceJet,Mumbai,Hyderabad,1.33,0,4129,economy,0,5,7,Early_Morning,6,3,2,0,0
IndiGo,Kolkata,Banglore,2.67,0,4804,economy,0,21,0,Night,18,5,5,1,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,8,11,Morning,6,5,0,0,0
Jet Airways,Banglore,Delhi,12.17,1,7832,economy,0,7,19,Morning,21,3,3,0,0
SpiceJet,Chennai,Kolkata,2.58,0,3859,economy,0,9,12,Morning,18,3,0,0,0
Multiple carriers,Delhi,Cochin,11.75,1,9001,economy,0,7,19,Morning,6,6,3,0,0
Vistara,Banglore,Delhi,2.58,0,4878,economy,0,17,19,Afternoon,9,5,3,0,0
IndiGo,Mumbai,Hyderabad,1.5,0,2754,economy,0,2,4,Early_Morning,3,5,4,0,0
Vistara,Banglore,Delhi,2.67,0,4668,economy,0,7,9,Morning,27,6,3,0,0
Air Asia,Kolkata,Banglore,2.58,0,5216,economy,0,10,12,Morning,12,5,6,1,0
Jet Airways,Delhi,Cochin,22.92,2,10368,economy,0,5,4,Early_Morning,6,6,3,0,0
IndiGo,Delhi,Cochin,14.67,2,8146,economy,0,6,21,Morning,9,3,5,1,0
Jet Airways,Delhi,Cochin,15.42,1,12242,economy,0,13,4,Afternoon,27,3,2,0,0
Jet Airways,Banglore,Delhi,7.25,1,9134,economy,0,8,15,Morning,15,3,4,0,0
Air India,Delhi,Cochin,20.17,2,10939,economy,0,13,9,Afternoon,6,6,3,0,0
Air India,Delhi,Cochin,20.75,2,11753,economy,0,10,7,Morning,6,6,3,0,0
SpiceJet,Kolkata,Banglore,2.5,0,4174,economy,0,17,19,Afternoon,24,4,2,0,0
Jet Airways,Kolkata,Banglore,23.83,1,10844,economy,0,20,19,Night,21,5,1,0,0
Jet Airways,Delhi,Cochin,27.0,1,14714,economy,0,16,19,Afternoon,3,6,0,0,1
Jet Airways,Kolkata,Banglore,5.5,1,9899,economy,0,6,12,Morning,12,6,2,0,0
IndiGo,Delhi,Cochin,11.83,1,14871,economy,0,9,21,Morning,3,3,6,1,0
IndiGo,Chennai,Kolkata,2.25,0,7295,economy,0,13,15,Afternoon,6,3,2,0,0
Air India,Delhi,Cochin,24.5,2,13465,economy,0,18,19,Night,6,6,3,0,1
SpiceJet,Chennai,Kolkata,2.33,0,3543,economy,0,17,20,Afternoon,21,5,1,0,0
Multiple carriers,Delhi,Cochin,6.5,1,7198,economy,0,19,1,Night,27,6,3,0,0
Jet Airways,Delhi,Cochin,20.42,1,10262,economy,0,8,4,Morning,1,6,5,1,0
IndiGo,Kolkata,Banglore,2.58,0,4148,economy,0,15,17,Afternoon,15,3,4,0,0
Jet Airways,Banglore,Delhi,2.92,0,8016,economy,0,15,18,Afternoon,27,6,3,0,0
Jet Airways,Delhi,Cochin,5.58,1,10262,economy,0,22,4,Night,9,6,6,1,0
SpiceJet,Kolkata,Banglore,2.5,0,3841,economy,0,14,17,Afternoon,15,6,5,1,0
Jet Airways,Banglore,Delhi,14.75,1,11507,economy,0,9,0,Morning,12,3,1,0,0
Jet Airways,Kolkata,Banglore,12.33,1,14781,economy,0,8,20,Morning,1,5,2,0,0
Jet Airways,Delhi,Cochin,25.5,1,16079,economy,0,17,19,Afternoon,27,5,0,0,1
Jet Airways,Delhi,Cochin,5.58,1,12898,economy,0,22,4,Night,27,5,0,0,0
Multiple carriers,Delhi,Cochin,11.75,1,15353,economy,0,7,19,Morning,6,3,2,0,0
IndiGo,Banglore,Delhi,2.92,0,7303,economy,0,18,21,Night,24,3,6,1,0
SpiceJet,Kolkata,Banglore,5.67,1,6197,economy,0,15,20,Afternoon,24,3,6,1,0
Air India,Kolkata,Banglore,4.08,1,8996,economy,0,9,13,Morning,9,6,6,1,0
IndiGo,Delhi,Cochin,8.0,1,6528,economy,0,14,22,Afternoon,21,3,3,0,0
GoAir,Banglore,Delhi,2.75,0,4239,economy,0,20,23,Night,9,4,1,0,0
IndiGo,Kolkata,Banglore,2.67,0,4148,economy,0,20,23,Night,12,3,1,0,0
SpiceJet,Banglore,Delhi,2.92,0,3971,economy,0,21,0,Night,24,5,4,0,0
Air Asia,Kolkata,Banglore,15.92,1,5192,economy,0,7,23,Morning,6,5,0,0,0
Jet Airways,Delhi,Cochin,23.17,2,9483,economy,0,13,12,Afternoon,9,4,1,0,0
Jet Airways,Delhi,Cochin,7.33,2,18804,economy,0,11,19,Morning,3,6,0,0,0
Air India,Delhi,Cochin,2.83,0,5201,economy,0,5,8,Early_Morning,18,6,1,0,0
Jet Airways,Delhi,Cochin,7.5,1,16079,economy,0,11,19,Morning,27,5,0,0,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,19,22,Night,15,6,5,1,0
Multiple carriers,Delhi,Cochin,7.75,1,6795,economy,0,17,1,Afternoon,27,5,0,0,0
Jet Airways,Kolkata,Banglore,25.33,1,10953,economy,0,9,10,Morning,9,5,3,0,1
Multiple carriers,Delhi,Cochin,10.42,2,15965,economy,0,15,1,Afternoon,24,6,0,0,0
Air India,Delhi,Cochin,30.33,2,9968,economy,0,12,19,Afternoon,9,4,1,0,1
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,22,0,Night,6,6,3,0,0
Jet Airways,Delhi,Cochin,9.0,1,16079,economy,0,10,19,Morning,27,5,0,0,0
Jet Airways,Delhi,Cochin,15.17,2,11507,economy,0,21,12,Night,12,6,2,0,0
Air India,Kolkata,Banglore,28.33,2,11542,economy,0,9,13,Morning,9,6,6,1,1
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,17,20,Afternoon,24,4,2,0,0
Jet Airways,Banglore,Delhi,2.75,0,4544,economy,0,6,8,Morning,27,4,5,1,0
IndiGo,Delhi,Cochin,4.92,1,6496,economy,0,5,10,Early_Morning,15,5,2,0,0
IndiGo,Kolkata,Banglore,2.67,0,4804,economy,0,21,0,Night,15,6,5,1,0
Air India,Banglore,Delhi,22.17,1,13439,economy,0,11,9,Morning,1,3,4,0,0
Jet Airways,Delhi,Cochin,10.17,1,6540,economy,0,18,4,Night,27,3,2,0,0
IndiGo,Banglore,Delhi,2.83,0,4591,economy,0,23,2,Night,1,6,5,1,0
IndiGo,Banglore,Delhi,4.33,1,4437,economy,0,16,20,Afternoon,18,3,0,0,0
Air Asia,Delhi,Cochin,11.0,1,6151,economy,0,20,7,Night,21,3,3,0,0
Jet Airways,Banglore,Delhi,3.0,0,7754,economy,0,17,20,Afternoon,21,6,4,0,0
Jet Airways,Delhi,Cochin,22.58,1,10262,economy,0,14,12,Afternoon,24,6,0,0,0
Jet Airways,Banglore,Delhi,3.08,0,8016,economy,0,18,22,Night,9,6,6,1,0
SpiceJet,Kolkata,Banglore,2.67,0,4781,economy,0,6,9,Morning,24,3,6,1,0
Vistara,Banglore,Delhi,2.83,0,4668,economy,0,11,14,Morning,27,6,3,0,0
Air India,Banglore,Delhi,21.08,1,14594,economy,0,11,8,Morning,6,3,2,0,0
Jet Airways,Kolkata,Banglore,11.83,1,14231,economy,0,16,4,Afternoon,24,3,6,1,0
Air India,Delhi,Cochin,25.58,1,8425,economy,0,5,6,Early_Morning,15,5,2,0,1
Multiple carriers,Delhi,Cochin,15.42,1,9646,economy,0,7,22,Morning,12,6,2,0,0
IndiGo,Chennai,Kolkata,2.42,0,7295,economy,0,14,17,Afternoon,3,3,6,1,0
Air Asia,Kolkata,Banglore,3.67,1,5162,economy,0,6,10,Morning,9,4,1,0,0
IndiGo,Banglore,Delhi,2.92,0,6860,economy,0,18,21,Night,9,3,5,1,0
Vistara,Delhi,Cochin,3.17,0,6216,economy,0,6,9,Morning,15,4,0,0,0
Air Asia,Kolkata,Banglore,11.83,1,5192,economy,0,7,19,Morning,24,5,4,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,20,22,Night,9,4,1,0,0
SpiceJet,Banglore,Delhi,2.83,0,3919,economy,0,9,12,Morning,3,4,2,0,0
IndiGo,Mumbai,Hyderabad,1.5,0,2754,economy,0,19,20,Night,3,6,0,0,0
Multiple carriers,Delhi,Cochin,11.5,1,9315,economy,0,7,19,Morning,9,5,3,0,0
Multiple carriers,Delhi,Cochin,8.83,1,11667,economy,0,10,18,Morning,27,3,2,0,0
Jet Airways,Kolkata,Banglore,20.25,1,6224,economy,0,8,4,Morning,12,6,2,0,0
Air India,Kolkata,Banglore,20.17,2,13349,economy,0,9,5,Morning,24,3,6,1,0
Jet Airways,Banglore,Delhi,16.08,1,11087,economy,0,16,9,Afternoon,18,3,0,0,0
Multiple carriers,Delhi,Cochin,12.58,1,15603,economy,0,13,1,Afternoon,6,3,2,0,0
Jet Airways,Delhi,Cochin,17.08,2,15129,economy,0,19,12,Night,9,5,3,0,0
IndiGo,Banglore,Delhi,3.0,0,4823,economy,0,16,19,Afternoon,9,4,1,0,0
Vistara,Kolkata,Banglore,15.5,1,8452,economy,0,7,22,Morning,1,5,2,0,0
Multiple carriers,Delhi,Cochin,11.5,1,12524,economy,0,7,19,Morning,6,6,3,0,0
SpiceJet,Chennai,Kolkata,2.33,0,3384,economy,0,17,20,Afternoon,27,3,2,0,0
Jet Airways,Delhi,Cochin,23.75,1,10262,economy,0,19,19,Night,1,6,5,1,0
SpiceJet,Mumbai,Hyderabad,1.5,0,1965,economy,0,13,14,Afternoon,18,6,1,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,22,0,Night,18,5,5,1,0
Jet Airways,Delhi,Cochin,24.75,1,16079,economy,0,18,19,Night,27,5,0,0,1
Jet Airways,Delhi,Cochin,21.58,2,13292,economy,0,21,19,Night,1,6,5,1,0
Air Asia,Delhi,Cochin,5.5,1,6751,economy,0,7,13,Morning,9,5,3,0,0
Air India,Delhi,Cochin,12.25,1,8669,economy,0,7,19,Morning,15,5,2,0,0
IndiGo,Delhi,Cochin,8.08,1,14871,economy,0,17,1,Afternoon,3,3,6,1,0
Jet Airways,Delhi,Cochin,5.0,1,12898,economy,0,14,19,Afternoon,21,5,1,0,0
SpiceJet,Banglore,Delhi,2.83,0,3919,economy,0,9,12,Morning,6,6,3,0,0
Multiple carriers,Delhi,Cochin,6.42,1,36983,economy,0,12,19,Afternoon,1,3,4,0,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,19,21,Night,3,6,0,0,0
Air India,Banglore,Delhi,2.75,0,10741,economy,0,17,19,Afternoon,9,3,5,1,0
Air India,Kolkata,Banglore,12.75,2,11432,economy,0,16,5,Afternoon,6,6,3,0,0
Jet Airways,Banglore,Delhi,15.83,1,11087,economy,0,18,10,Night,12,3,1,0,0
Jet Airways,Delhi,Cochin,27.0,2,13292,economy,0,9,12,Morning,3,6,0,0,1
Air India,Delhi,Cochin,26.42,3,10493,economy,1,5,7,Early_Morning,15,6,5,1,1
GoAir,Banglore,Delhi,2.92,0,7631,economy,0,7,10,Morning,9,3,5,1,0
Air India,Delhi,Cochin,24.83,2,13381,economy,0,6,7,Morning,6,6,3,0,1
Jet Airways,Kolkata,Banglore,8.67,1,13731,economy,0,20,4,Night,6,6,3,0,0
Air India,Delhi,Cochin,25.75,2,11911,economy,0,5,7,Early_Morning,21,5,1,0,1
IndiGo,Banglore,Delhi,2.83,0,4591,economy,0,23,2,Night,18,4,3,0,0
Multiple carriers,Delhi,Cochin,6.25,1,14848,economy,0,13,19,Afternoon,3,6,0,0,0
Multiple carriers,Delhi,Cochin,10.5,1,8266,economy,0,8,19,Morning,12,6,2,0,0
Air India,Delhi,Cochin,26.0,2,12392,economy,0,17,19,Afternoon,18,5,5,1,1
Jet Airways,Kolkata,Banglore,17.08,1,13044,economy,0,18,12,Night,12,6,2,0,0
Jet Airways,Delhi,Cochin,21.33,1,12898,economy,0,7,4,Morning,21,5,1,0,0
Jet Airways,Delhi,Cochin,5.58,1,12242,economy,0,22,4,Night,21,3,3,0,0
IndiGo,Banglore,Delhi,2.83,0,3943,economy,0,10,13,Morning,18,5,5,1,0
Vistara,Kolkata,Banglore,25.83,1,11105,economy,0,20,22,Night,24,3,6,1,1
Jet Airways,Kolkata,Banglore,12.17,1,14388,economy,0,21,9,Night,12,5,6,1,0
Jet Airways,Delhi,Cochin,17.08,2,13014,economy,0,19,12,Night,18,5,5,1,0
Multiple carriers,Delhi,Cochin,8.5,1,15411,economy,0,10,18,Morning,6,3,2,0,0
Jet Airways,Delhi,Cochin,23.08,1,16289,economy,0,19,18,Night,9,3,5,1,0
IndiGo,Delhi,Cochin,9.33,1,6442,economy,0,6,16,Morning,15,5,2,0,0
Jet Airways,Kolkata,Banglore,7.92,1,10844,economy,0,8,16,Morning,18,5,5,1,0
Jet Airways,Mumbai,Hyderabad,1.5,0,5678,economy,0,10,11,Morning,18,5,5,1,0
IndiGo,Banglore,Delhi,2.83,0,6906,economy,0,23,2,Night,12,4,4,0,0
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,9,12,Morning,21,5,1,0,0
Jet Airways,Delhi,Cochin,10.0,1,14714,economy,0,9,19,Morning,6,6,3,0,0
Vistara,Banglore,Delhi,2.58,0,11793,Premium,0,16,18,Afternoon,3,3,6,1,0
Multiple carriers,Delhi,Cochin,7.75,1,14323,economy,0,11,19,Morning,15,5,2,0,0
SpiceJet,Banglore,Delhi,2.92,0,3971,economy,0,21,0,Night,9,4,1,0,0
Vistara,Kolkata,Banglore,26.33,1,8452,economy,0,20,22,Night,6,5,0,0,1
Vistara,Banglore,Delhi,2.67,0,5403,economy,0,7,9,Morning,12,4,4,0,0
Multiple carriers,Delhi,Cochin,11.0,1,13727,economy,0,10,21,Morning,9,5,3,0,0
Air India,Kolkata,Banglore,19.42,2,12639,economy,0,10,5,Morning,1,4,0,0,0
Jet Airways,Banglore,Delhi,2.92,0,5198,economy,0,15,18,Afternoon,18,4,3,0,0
Vistara,Banglore,Delhi,2.75,0,4878,economy,0,19,22,Night,1,6,5,1,0
Jet Airways,Delhi,Cochin,23.25,1,12373,economy,0,19,19,Night,18,5,5,1,0
Multiple carriers,Delhi,Cochin,9.0,1,8552,economy,0,7,16,Morning,3,3,6,1,0
Vistara,Delhi,Cochin,3.17,0,6741,economy,0,14,17,Afternoon,21,4,6,1,0
Multiple carriers,Delhi,Cochin,6.42,1,6481,economy,0,12,19,Afternoon,9,4,1,0,0
Multiple carriers,Delhi,Cochin,8.67,1,7354,economy,0,10,19,Morning,6,6,3,0,0
Air India,Banglore,Delhi,2.83,0,5228,economy,0,21,23,Night,21,4,6,1,0
Jet Airways,Kolkata,Banglore,12.33,1,10844,economy,0,8,20,Morning,12,5,6,1,0
IndiGo,Delhi,Cochin,5.33,1,6347,economy,0,6,12,Morning,18,5,5,1,0
Air India,Banglore,Delhi,4.0,1,5013,economy,0,8,12,Morning,15,3,4,0,0
Jet Airways,Kolkata,Banglore,9.75,1,9663,economy,0,18,4,Night,9,6,6,1,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,18,21,Night,6,4,5,1,0
Air India,Delhi,Cochin,26.33,2,13381,economy,0,16,19,Afternoon,24,6,0,0,1
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,9,12,Morning,1,6,5,1,0
Jet Airways,Kolkata,Banglore,9.75,1,9663,economy,0,18,4,Night,15,5,2,0,0
Jet Airways,Kolkata,Banglore,24.92,1,7064,economy,0,18,19,Night,1,4,0,0,1
Jet Airways,Delhi,Cochin,11.92,1,10262,economy,0,7,19,Morning,9,6,6,1,0
Air India,Delhi,Cochin,8.33,2,13013,economy,0,10,19,Morning,1,6,5,1,0
Jet Airways,Delhi,Cochin,17.42,2,15339,economy,0,19,12,Night,27,6,3,0,0
GoAir,Banglore,Delhi,2.83,0,4937,economy,0,11,14,Morning,18,4,3,0,0
IndiGo,Delhi,Cochin,7.08,1,6818,economy,0,5,12,Early_Morning,6,6,3,0,0
Air India,Delhi,Cochin,21.25,2,10441,economy,0,22,19,Night,18,5,5,1,0
Jet Airways,Delhi,Cochin,5.0,1,5177,economy,0,14,19,Afternoon,3,4,2,0,0
IndiGo,Chennai,Kolkata,2.42,0,3858,economy,0,11,14,Morning,27,6,3,0,0
IndiGo,Kolkata,Banglore,5.25,1,6534,economy,0,21,2,Night,18,5,5,1,0
Multiple carriers,Delhi,Cochin,15.17,1,6795,economy,0,10,1,Morning,15,6,5,1,0
Multiple carriers,Delhi,Cochin,11.75,1,9736,economy,0,7,19,Morning,3,6,0,0,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,19,22,Night,1,5,2,0,0
SpiceJet,Delhi,Cochin,4.92,1,4957,economy,0,17,22,Afternoon,24,4,2,0,0
IndiGo,Banglore,Delhi,2.75,0,7648,economy,0,6,8,Morning,9,3,5,1,0
SpiceJet,Kolkata,Banglore,2.5,0,3873,economy,0,14,17,Afternoon,15,6,5,1,0
Jet Airways,Kolkata,Banglore,9.75,1,14388,economy,0,18,4,Night,12,5,6,1,0
IndiGo,Kolkata,Banglore,2.67,0,5618,economy,0,17,19,Afternoon,6,3,2,0,0
Multiple carriers,Delhi,Cochin,6.5,1,7408,economy,0,19,1,Night,9,6,6,1,0
Air Asia,Delhi,Cochin,5.5,1,13774,economy,0,16,22,Afternoon,3,3,6,1,0
Vistara,Banglore,Delhi,2.67,0,4668,economy,0,7,9,Morning,3,5,4,0,0
Jet Airways,Delhi,Cochin,34.08,2,13082,economy,0,18,4,Night,21,3,3,0,1
Air India,Delhi,Cochin,15.42,1,8669,economy,0,3,19,Early_Morning,3,6,0,0,0
IndiGo,Delhi,Cochin,9.5,1,6316,economy,0,16,1,Afternoon,24,6,0,0,0
Jet Airways,Delhi,Cochin,6.08,1,12583,economy,0,22,4,Night,6,3,2,0,0
Vistara,Banglore,Delhi,2.67,0,7923,economy,0,16,18,Afternoon,9,3,5,1,0
GoAir,Delhi,Cochin,5.83,1,7378,economy,0,7,12,Morning,3,3,6,1,0
Vistara,Banglore,Delhi,2.75,0,4878,economy,0,19,22,Night,3,6,0,0,0
Jet Airways,Kolkata,Banglore,27.33,1,10844,economy,0,16,19,Afternoon,18,5,5,1,1
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,8,11,Morning,3,4,2,0,0
SpiceJet,Delhi,Cochin,5.25,1,6297,economy,0,6,11,Morning,21,5,1,0,0
Jet Airways,Kolkata,Banglore,16.0,1,8529,economy,0,20,12,Night,12,6,2,0,0
Multiple carriers,Delhi,Cochin,7.0,1,13727,economy,0,14,21,Afternoon,18,5,5,1,0
SpiceJet,Kolkata,Banglore,8.67,1,6643,economy,0,8,17,Morning,24,5,4,0,0
Multiple carriers,Delhi,Cochin,9.0,1,10197,economy,0,10,19,Morning,9,5,3,0,0
SpiceJet,Kolkata,Banglore,2.33,0,4911,economy,0,22,0,Night,21,4,6,1,0
IndiGo,Chennai,Kolkata,2.33,0,6482,economy,0,5,7,Early_Morning,6,3,2,0,0
Jet Airways,Banglore,Delhi,6.33,1,26890,economy,0,8,15,Morning,1,3,4,0,0
IndiGo,Kolkata,Banglore,4.42,1,3717,economy,0,19,23,Night,18,5,5,1,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,13,15,Afternoon,1,6,5,1,0
Air India,Banglore,Delhi,11.08,2,10846,economy,0,11,22,Morning,18,3,0,0,0
Air India,Banglore,Delhi,16.92,1,14069,economy,0,5,22,Early_Morning,1,3,4,0,0
Jet Airways,Delhi,Cochin,13.75,1,5177,economy,0,22,12,Night,1,4,0,0,0
Air India,Delhi,Cochin,25.75,2,14641,economy,0,5,7,Early_Morning,6,3,2,0,1
IndiGo,Delhi,Cochin,13.92,1,6442,economy,0,8,22,Morning,6,6,3,0,0
Air India,Delhi,Cochin,5.25,1,5704,economy,0,17,23,Afternoon,21,3,3,0,0
Jet Airways,Kolkata,Banglore,19.25,1,9663,economy,0,14,9,Afternoon,6,5,0,0,0
Jet Airways,Delhi,Cochin,7.5,1,14714,economy,0,20,4,Night,6,6,3,0,0
Jet Airways,Delhi,Cochin,9.0,1,5406,economy,0,10,19,Morning,1,4,0,0,0
Vistara,Kolkata,Banglore,24.0,1,8610,economy,0,20,20,Night,15,5,2,0,0
Jet Airways,Delhi,Cochin,18.17,2,14237,economy,0,18,12,Night,12,6,2,0,0
IndiGo,Banglore,Delhi,2.92,0,4823,economy,0,7,10,Morning,9,6,6,1,0
IndiGo,Mumbai,Hyderabad,1.5,0,2227,economy,0,20,21,Night,27,3,2,0,0
Jet Airways,Delhi,Cochin,21.33,1,12373,economy,0,7,4,Morning,18,5,5,1,0
Air India,Delhi,Cochin,6.25,1,8372,economy,0,13,19,Afternoon,6,6,3,0,0
Jet Airways,Delhi,Cochin,14.5,1,17024,economy,0,13,4,Afternoon,3,3,6,1,0
Air India,Mumbai,Hyderabad,1.33,0,3100,economy,0,21,22,Night,27,5,0,0,0
Jet Airways,Delhi,Cochin,12.92,1,14053,economy,0,6,19,Morning,9,3,5,1,0
IndiGo,Chennai,Kolkata,2.42,0,3540,economy,0,5,7,Early_Morning,9,5,3,0,0
Vistara,Kolkata,Banglore,22.5,1,9345,economy,0,20,18,Night,21,5,1,0,0
Jet Airways,Delhi,Cochin,22.92,2,10368,economy,0,5,4,Early_Morning,1,6,5,1,0
Jet Airways,Banglore,Delhi,5.42,1,26890,economy,0,7,12,Morning,1,3,4,0,0
SpiceJet,Mumbai,Hyderabad,1.42,0,5755,economy,0,8,10,Morning,9,3,5,1,0
Jet Airways,Banglore,Delhi,7.25,1,7832,economy,0,8,16,Morning,21,3,3,0,0
Jet Airways,Kolkata,Banglore,12.33,1,14388,economy,0,8,20,Morning,6,5,0,0,0
Air India,Delhi,Cochin,20.17,2,8839,economy,0,13,9,Afternoon,27,6,3,0,0
Air India,Delhi,Cochin,21.25,2,22096,economy,0,22,19,Night,3,3,6,1,0
Vistara,Chennai,Kolkata,2.25,0,3687,economy,0,7,9,Morning,27,5,0,0,0
Multiple carriers,Delhi,Cochin,10.5,1,9627,economy,0,8,19,Morning,15,5,2,0,0
Multiple carriers,Delhi,Cochin,14.08,1,13542,economy,0,11,1,Morning,21,3,3,0,0
IndiGo,Banglore,Delhi,2.83,0,4423,economy,0,4,6,Early_Morning,27,4,5,1,0
IndiGo,Delhi,Cochin,16.42,2,8899,economy,0,4,21,Early_Morning,3,3,6,1,0
SpiceJet,Delhi,Cochin,5.25,1,5583,economy,0,6,11,Morning,21,4,6,1,0
Air Asia,Delhi,Cochin,13.83,1,6752,economy,0,16,6,Afternoon,27,5,0,0,0
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,8,10,Morning,21,5,1,0,0
Jet Airways,Banglore,Delhi,7.25,1,7832,economy,0,8,15,Morning,21,3,3,0,0
Air India,Kolkata,Banglore,27.08,2,10991,economy,0,5,8,Early_Morning,1,5,2,0,1
Jet Airways,Delhi,Cochin,27.58,1,12898,economy,0,9,12,Morning,27,5,0,0,1
Jet Airways,Delhi,Cochin,5.0,1,12898,economy,0,14,19,Afternoon,27,5,0,0,0
GoAir,Banglore,Delhi,2.83,0,3398,economy,0,11,14,Morning,24,5,4,0,0
Air India,Delhi,Cochin,2.83,0,5201,economy,0,5,8,Early_Morning,24,4,2,0,0
Air India,Kolkata,Banglore,15.33,2,13873,economy,0,10,1,Morning,6,5,0,0,0
Air India,Delhi,Cochin,5.33,1,7384,economy,0,17,23,Afternoon,15,6,5,1,0
Jet Airways,Delhi,Cochin,10.17,1,10262,economy,0,18,4,Night,6,6,3,0,0
Jet Airways,Kolkata,Banglore,27.58,1,10031,economy,0,8,12,Morning,24,3,6,1,1
Jet Airways,Kolkata,Banglore,9.58,1,12384,economy,0,9,19,Morning,6,5,0,0,0
Jet Airways,Kolkata,Banglore,28.17,1,7757,economy,0,14,18,Afternoon,9,5,3,0,1
Jet Airways,Banglore,Delhi,14.0,1,17261,economy,0,21,11,Night,6,3,2,0,0
SpiceJet,Chennai,Kolkata,2.58,0,7298,economy,0,9,12,Morning,1,3,4,0,0
Jet Airways,Banglore,Delhi,2.92,0,7229,economy,0,15,18,Afternoon,6,4,5,1,0
IndiGo,Kolkata,Banglore,2.58,0,4174,economy,0,4,7,Early_Morning,1,4,0,0,0
IndiGo,Kolkata,Banglore,4.67,1,5699,economy,0,17,22,Afternoon,18,5,5,1,0
Air India,Kolkata,Banglore,2.5,0,4880,economy,0,14,16,Afternoon,24,4,2,0,0
Air India,Delhi,Cochin,11.25,1,15284,economy,0,8,19,Morning,6,3,2,0,0
Jet Airways,Kolkata,Banglore,7.92,1,13759,economy,0,8,16,Morning,24,3,6,1,0
Vistara,Kolkata,Banglore,8.83,1,16092,economy,0,9,18,Morning,24,3,6,1,0
IndiGo,Mumbai,Hyderabad,1.42,0,4392,economy,0,6,7,Morning,9,3,5,1,0
Jet Airways,Delhi,Cochin,15.67,1,10262,economy,0,20,12,Night,24,6,0,0,0
SpiceJet,Kolkata,Banglore,2.58,0,3841,economy,0,6,9,Morning,12,6,2,0,0
GoAir,Banglore,Delhi,2.92,0,5048,economy,0,7,10,Morning,1,6,5,1,0
Air India,Kolkata,Banglore,13.42,1,11096,economy,0,7,20,Morning,21,5,1,0,0
IndiGo,Delhi,Cochin,4.58,1,5073,economy,0,7,12,Morning,24,4,2,0,0
Jet Airways,Delhi,Cochin,18.5,1,19828,economy,0,9,4,Morning,3,3,6,1,0
Vistara,Chennai,Kolkata,2.25,0,3739,economy,0,7,9,Morning,21,3,3,0,0
Air India,Delhi,Cochin,38.25,2,10598,economy,0,5,19,Early_Morning,9,3,5,1,1
Jet Airways,Banglore,Delhi,3.08,0,7229,economy,0,18,22,Night,15,6,5,1,0
Vistara,Kolkata,Banglore,25.83,1,8610,economy,0,17,18,Afternoon,1,4,0,0,1
Vistara,Delhi,Cochin,3.17,0,6216,economy,0,14,17,Afternoon,9,5,3,0,0
Air India,Banglore,Delhi,2.83,0,6961,economy,0,13,16,Afternoon,9,6,6,1,0
Jet Airways,Kolkata,Banglore,11.5,1,10703,economy,0,9,21,Morning,6,5,0,0,0
Jet Airways,Kolkata,Banglore,6.58,1,14151,economy,0,17,23,Afternoon,15,5,2,0,0
Jet Airways,Kolkata,Banglore,27.58,1,8586,economy,0,6,10,Morning,9,5,3,0,1
IndiGo,Kolkata,Banglore,2.58,0,4488,economy,0,20,22,Night,12,4,4,0,0
Multiple carriers,Delhi,Cochin,7.5,1,7408,economy,0,18,1,Night,15,6,5,1,0
Jet Airways,Delhi,Cochin,3.25,0,5443,economy,0,11,14,Morning,18,4,3,0,0
